"idb","names","descriptions","images","prices","siteofficiel","categories","linkproducts","desponiblitys","logoofficiel"
"81"," HONOR 8A Pro - Noir (HONOR-8APRO-BLACK)"," Ecran:6.09LCDRésolution:720 x 1560 pixels Systéme d'exploitation:Android 9.0Processeur:MTK MT6765OctaCore(4x2.3 GHz + 4x1.8 GHz)MémoireRAM:3 Go Stockage:64 GoAppareil Photo Arriére:13 MP. flash...","https://static.mytek.tn/img/p/8/0/9/1/4/80914-product_category.jpg","449.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28435-smartphone-honor-8a-pro-noir-honor-8apro-black.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"82"," Nokia 4.2 32 Go Noir"," Ecran5.71 HD+ TFTLCD Résolution:720 x 1520 pixelsProcesseur:Qualcomm Snapdragon 439 Octacore 2.0 GHzSystéme d'exploitation:Android 9 PieMémoireRAM:3 Go Stockage:32GoCaméra arrière double: 13MP +...","https://static.mytek.tn/img/p/7/2/5/3/0/72530-product_category.jpg","449.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/24370-smartphone-nokia-42-32-go-noir.html"," EPUISE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"83"," DOOGEE Y7 - Bleu"," Ecran5.84 FHD+Processeur:OctaCore 1.6 GHzSystéme d'exploitation:Android 8.1 OreoMémoire RAM:3GoStockage:32Go extensible jusqu'à256Go via carte Micro SDDoubleSIMAppareil Photo Arriére:16 MP + 13...","https://static.mytek.tn/img/p/7/8/5/7/0/78570-product_category.jpg","449.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27314-smartphone-doogee-y7-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"84"," Nokia 4.2 32 Go Rose"," Ecran5.71 HD+ TFTLCD Résolution:720 x 1520 pixelsProcesseur:Qualcomm Snapdragon 439 Octacore 2.0 GHzSystéme d'exploitation:Android 9 PieMémoireRAM:3 Go Stockage:32GoCaméra arrière double: 13MP +...","https://static.mytek.tn/img/p/7/2/5/2/9/72529-product_category.jpg","449.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/24372-smartphone-nokia-42-32-go-rose.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"85"," NOKIA 3.2 2019 64Go Steel (NOKIA-3-2019-64-STEEL)"," Ecran6.26 HD+(1520x 720)Processeur:Qualcomm Snapdragon 429OctaCore1.8 GHz Systéme d'exploitation: Android 9.0PieMémoireRAM:3 Go Stockage:64 GoExtensible Jusqu'à128 GoAppareil Photo Arriére:13.0...","https://static.mytek.tn/img/p/7/6/8/1/5/76815-product_category.jpg","455.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26627-smartphone-nokia-32-2019-64go-steel-nokia-3-2019-64-steel.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"86"," NOKIA 3.2 2019 64 Go - Noir (BU-NOKIA-3-2019-64-B"," Ecran6.26 HD+(1520x 720)Processeur:Qualcomm Snapdragon 429OctaCore1.8 GHz Systéme d'exploitation: Android 9.0PieMémoireRAM:3 Go Stockage:64 GoExtensible Jusqu'à128 GoAppareil Photo Arriére:13.0...","https://static.mytek.tn/img/p/7/6/8/1/0/76810-product_category.jpg","455.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26624-smartphone-nokia-32-2019-64-go-noir-bu-nokia-3-2019-64-black.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"87"," HUAWEI Y6s 2019 - Noir"," Ecran6.09 IPS LCD(1560 x 720 Pixels)Processeur:Octacore(4x2.3 GHz CortexA53 & 4x1.8 GHz CortexA53)Systéme d'exploitation:Android9.0Pie (EMUI 9)Mémoire RAM:3 GoStockage:64 GoDoubleSIMAppareil...","https://static.mytek.tn/img/p/8/3/3/4/0/83340-product_category.jpg","469.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29764-smartphone-huawei-y6s-2019-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"88"," HUAWEI Y6s 2019 - Bleu"," Ecran6.09 IPS LCD(1560 x 720 Pixels)Processeur:Octacore(4x2.3 GHz CortexA53 & 4x1.8 GHz CortexA53)Systéme d'exploitation:Android9.0Pie (EMUI 9)Mémoire RAM:3 GoStockage:64 GoDoubleSIMAppareil...","https://static.mytek.tn/img/p/8/3/3/3/7/83337-product_category.jpg","469.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29760-smartphone-huawei-y6s-2019-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"89"," SAMSUNG Galaxy A10s Bleu (SM-A107F-BLUE)"," Ecran InfinityV6.2HD+ Tactile  Résolution:(720 x 1520) Systéme d'exploitation:Android 9.0 Processeur:Octa core(2.0 + 1.5 GHz)Mémoire RAM:2 GoStockage:32Go. MicroSD jusqu'à 512 Go Appareil photo Arriere13.0...","https://static.mytek.tn/img/p/7/6/4/1/0/76410-product_category.jpg","474.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26382-smartphone-samsung-galaxy-a10s-bleu-sm-a107f-blue.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"90"," SAMSUNG Galaxy A10s Noir (SM-A107F-BLACK)"," Ecran InfinityV6.2HD+ Tactile  Résolution:(720 x 1520) Systéme d'exploitation:Android 9.0 Processeur:Octa core(2.0 + 1.5 GHz)Mémoire RAM:2 GoStockage:32Go. MicroSD jusqu'à 512 Go Appareil photo Arriere13.0...","https://static.mytek.tn/img/p/7/6/4/0/4/76404-product_category.jpg","474.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26381-smartphone-samsung-galaxy-a10s-noir-sm-a107f-black.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"91"," SAMSUNG Galaxy A10s Rouge (SM-A107F-RED)"," Ecran InfinityV6.2HD+ Tactile  Résolution:(720 x 1520) Systéme d'exploitation:Android 9.0 Processeur:Octa core(2.0 + 1.5 GHz)Mémoire RAM:2 GoStockage:32Go. MicroSD jusqu'à 512 Go Appareil photo Arriere13.0...","https://static.mytek.tn/img/p/7/6/4/0/0/76400-product_category.jpg","474.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26379-smartphone-samsung-galaxy-a10s-rouge-sm-a107f-red.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"92"," XIAOMI Redmi 8 32G - Noir"," Ecran6.22 LCD IPS(1520 x 720 Pixels) Processeur:Qualcomm Snapdragon 439OctaCoreSystéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:3GoStockage:32GoDoubleSIMAppareil Photo Arriére:Dual Pixels12.0MP...","https://static.mytek.tn/img/p/8/0/1/6/3/80163-product_category.jpg","479.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28065-smartphone-xiaomi-redmi-8-32g-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"93"," SAMSUNG Galaxy J4 Plus 4G Rose"," Ecran6.0 True HD+ Infinity Résolution:720 x 1480 pixelsSystéme d'exploitation:Android 8.1 (Oreo) Processeur:Qualcomm Snapdragon SD425QuadCore 1.4 GHzMémoire RAM:2 GoStockage32Go. MicroSD jusqu'à512 Go...","https://static.mytek.tn/img/p/7/2/5/3/9/72539-product_category.jpg","485.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/19838-smartphone-samsung-galaxy-j4-plus-4g-rose.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"94"," SAMSUNG Galaxy J4 Plus 4G Gold"," Ecran6.0 True HD+ Infinity Résolution:720 x 1480 pixelsSystéme d'exploitation:Android 8.1 (Oreo) Processeur:Qualcomm Snapdragon SD425QuadCore 1.4 GHzMémoire RAM:2 GoStockage32Go. MicroSD jusqu'à512 Go...","https://static.mytek.tn/img/p/6/9/9/0/6/69906-product_category.jpg","485.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/19835-smartphone-samsung-galaxy-j4-plus-4g-gold.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"95"," DOOGEE S40 - Orange"," Ecran5.5 FWVGA(480 x 960Pixels)Processeur:Mediatek MT6739OctaCore 1.5 GHzSystéme d'exploitation:Android 9.0PieMémoire RAM:3GoStockage:32Go extensible jusqu'à256Go via carte Micro...","https://static.mytek.tn/img/p/8/2/7/7/3/82773-product_category.jpg","499.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29452-smartphone-doogee-s40-orange.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"96"," DOOGEE S40 - Noir"," Ecran5.5 FWVGA(480 x 960Pixels) Processeur: Mediatek MT6739OctaCore 1.5 GHzSystéme d'exploitation:Android 9.0PieMémoire RAM:3 GoStockage:32 Go extensible jusqu'à256Go via carte Micro...","https://static.mytek.tn/img/p/8/2/7/8/1/82781-product_category.jpg","499.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29454-smartphone-doogee-s40-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"97"," XIAOMI Redmi 8 64G - Rouge"," Ecran6.22 LCD IPS(1520 x 720 Pixels) Processeur:Qualcomm Snapdragon 439OctaCoreSystéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:64GoDoubleSIMAppareil Photo Arriére:Dual Pixels12.0MP...","https://static.mytek.tn/img/p/8/0/1/5/6/80156-product_category.jpg","519.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28063-smartphone-xiaomi-redmi-8-64g-rouge.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"98"," XIAOMI Redmi 8 64G - Bleu"," Ecran6.22 LCD IPS(1520 x 720 Pixels) Processeur:Qualcomm Snapdragon 439OctaCoreSystéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:64GoDoubleSIMAppareil Photo Arriére:Dual Pixels12.0MP...","https://static.mytek.tn/img/p/8/0/1/6/1/80161-product_category.jpg","519.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28064-smartphone-xiaomi-redmi-8-64g-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"99"," XIAOMI Redmi 8 64G - Noir"," Ecran6.22 LCD IPS(1520 x 720 Pixels) Processeur:Qualcomm Snapdragon 439OctaCoreSystéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:64GoDoubleSIMAppareil Photo Arriére:Dual Pixels12.0MP...","https://static.mytek.tn/img/p/8/0/1/5/0/80150-product_category.jpg","519.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28061-smartphone-xiaomi-redmi-8-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"100"," LEAGOO S8 4G - Bleu"," Ecran:5.72IPS HD(1440 x 720 pixels) Processeur:MT6750TOctaCore1.5 GHzSystème d'exploitation: Android 7.0 Mémoire RAM: 3Go Mémoire de Stockage 32 GoNombre de SIM:Double SIM Appareil Photo Arriére: Dual...","https://static.mytek.tn/img/p/7/2/5/1/7/72517-product_category.jpg","529.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/21635-smartphone-leagoo-s8-4g-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"101"," LEAGOO S8 4G - Noir"," Ecran:5.72IPS HD(1440 x 720 pixels)  Processeur:MT6750TOctaCore1.5 GHzSystème d'exploitation: Android 7.0 Mémoire RAM: 3Go Mémoire de Stockage 32 GoNombre de SIM:Double SIM Appareil Photo Arriére: Dual Caméra13.0...","https://static.mytek.tn/img/p/7/2/5/2/4/72524-product_category.jpg","529.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/21486-smartphone-leagoo-s8-4g-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"102"," HUAWEI Y7 Prime 2019 4G Rouge"," Ecran6.26 Dewdrop IPS HD(1520 x 720 Pixels)Processeur:Qualcomm 450OctaCore 1.8 GHzSystéme d'exploitation:Android 8.1 Oreo (EMUI 8.2)Mémoire RAM:3 GoStockage:32 GoDoubleSIMAppareil Photo...","https://static.mytek.tn/img/p/7/5/1/0/6/75106-product_category.jpg","549.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/22324-smartphone-huawei-y7-prime-2019-4g-rouge.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"103"," OPPO A5 2020 3G - Blanc + Abonnement IPTV"," Ecran6.5 LCD IPS(1600 x 720Pixels)  EcranCorning Gorilla Glass 3+ Processeur:Qualcomm SDM665 Snapdragon 665OctaCore( 4x 2.0+ 4x1.8 GHz)Systéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:3GoStockage:64Go extensible...","https://static.mytek.tn/img/p/7/8/8/0/7/78807-product_category.jpg","549.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27418-smartphone-oppo-a5-2020-3g-blanc.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"104"," OPPO A5 2020 3G - Noir + Abonnement IPTV"," Ecran6.5 LCD IPS(1600 x 720Pixels)  EcranCorning Gorilla Glass 3+ Processeur:Qualcomm SDM665 Snapdragon 665OctaCore( 4x 2.0+ 4x1.8 GHz)Systéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:3GoStockage:64Go extensible...","https://static.mytek.tn/img/p/7/8/8/0/4/78804-product_category.jpg","549.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27417-smartphone-oppo-a5-2020-3g-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"105"," HUAWEI Y7 Prime 2019 4G Noir"," Ecran6.26 Dewdrop IPS HD(1520 x 720 Pixels)Processeur:Qualcomm 450OctaCore 1.8 GHzSystéme d'exploitation:Android 8.1 Oreo (EMUI 8.2)Mémoire RAM:3 GoStockage:32 GoDoubleSIMAppareil Photo...","https://static.mytek.tn/img/p/7/5/1/0/4/75104-product_category.jpg","549.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/22321-smartphone-huawei-y7-prime-2019-4g-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"106"," HUAWEI Y7 Prime 2019 4G Bleu"," Ecran6.26 Dewdrop IPS HD(1520 x 720 Pixels) Processeur:Qualcomm 450OctaCore 1.8 GHzSystéme d'exploitation:Android 8.1 Oreo (EMUI 8.2)Mémoire RAM:3 GoStockage:32 GoDoubleSIMAppareil Photo Arriére:Dual 13...","https://static.mytek.tn/img/p/7/5/1/0/5/75105-product_category.jpg","549.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/22318-smartphone-huawei-y7-prime-2019-4g-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"107"," SAMSUNG Galaxy J6 Plus Noir (SM-J610F)"," Ecran6 True HD + Infinity Résolution:720 x 1480 pixelsProcesseur: Qualcomm MSM8917 Snapdragon 425quadcore 1.4 GHzSystéme d'exploitation:Android 8 OreoMémoireRAM:3Go Stockage:32Go.MicroSD jusqu'à512 Go Appareil...","https://static.mytek.tn/img/p/7/2/5/6/5/72565-product_category.jpg","549.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/19881-smartphone-samsung-galaxy-j6-plus-noir-sm-j610f.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"108"," SAMSUNG Galaxy J6 Plus Gris (SM-J610F)"," Ecran6 True HD + Infinity Résolution:720 x 1480 pixelsProcesseur: Qualcomm MSM8917 Snapdragon 425quadcore 1.4 GHzSystéme d'exploitation:Android 8 OreoMémoireRAM:3Go Stockage:32Go.MicroSD jusqu'à512 Go Appareil...","https://static.mytek.tn/img/p/7/2/5/6/7/72567-product_category.jpg","549.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/19888-smartphone-samsung-galaxy-j6-plus-gris-sm-j610f.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"109"," SAMSUNG Galaxy J6 Plus Rouge (SM-J610F)"," Ecran6 True HD + Infinity Résolution:720 x 1480 pixelsProcesseur: Qualcomm MSM8917 Snapdragon 425quadcore 1.4 GHzSystéme d'exploitation:Android 8 OreoMémoireRAM:3Go Stockage:32Go.MicroSD jusqu'à512 Go Appareil Photo...","https://static.mytek.tn/img/p/7/2/5/6/3/72563-product_category.jpg","549.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/20137-smartphone-samsung-galaxy-j6-plus-rouge-sm-j610f.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"110"," HUAWEI Y7 Prime 2019 64G Rouge"," Ecran6.26 Dewdrop IPS HD(1520 x 720 Pixels) Processeur:Qualcomm 450OctaCore 1.8 GHzSystéme d'exploitation:Android 8.1 Oreo (EMUI 8.2)Mémoire RAM:3 GoStockage:64 GoDoubleSIMAppareil Photo Arriére:Dual 13...","https://static.mytek.tn/img/p/8/1/8/2/6/81826-product_category.jpg","599.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28978-smartphone-huawei-y7-prime-2019-64g-rouge.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"111"," HUAWEI Y7 Prime 2019 64G Marron"," Ecran6.26 Dewdrop IPS HD(1520 x 720 Pixels) Processeur:Qualcomm 450OctaCore 1.8 GHzSystéme d'exploitation:Android 8.1 Oreo (EMUI 8.2)Mémoire RAM:3 GoStockage:64 GoDoubleSIMAppareil Photo Arriére:Dual 13...","https://static.mytek.tn/img/p/8/2/0/2/6/82026-product_category.jpg","599.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29078-smartphone-huawei-y7-prime-2019-64g-marron.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"112"," HUAWEI Y7 Prime 2019 64G Bleu"," Ecran6.26 Dewdrop IPS HD(1520 x 720 Pixels) Processeur:Qualcomm 450OctaCore 1.8 GHzSystéme d'exploitation:Android 8.1 Oreo (EMUI 8.2)Mémoire RAM:3 GoStockage:64 GoDoubleSIMAppareil Photo Arriére:Dual 13...","https://static.mytek.tn/img/p/8/1/8/2/0/81820-product_category.jpg","599.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28976-smartphone-huawei-y7-prime-2019-64g-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"113"," SAMSUNG Galaxy A20s Bleu (SM-A207)"," Ecran6.5 LCD IPSTactile  Résolution:(720 x 1560) Systéme d'exploitation: Android 9.0 Processeur:Qualcomm SDM450 Snapdragon 450Octa core1.8 GHzMémoire RAM3 GoStockage32Go. MicroSD jusqu'à 512 Go Appareil photo...","https://static.mytek.tn/img/p/7/8/9/3/3/78933-product_category.jpg","635.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27472-smartphone-samsung-galaxy-a20s-bleu-sm-a207.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"114"," SAMSUNG Galaxy A20s Rouge (SM-A207)"," Ecran6.5 LCD IPSTactile  Résolution:(720 x 1560) Systéme d'exploitation:Android 9.0 Processeur:Qualcomm SDM450 Snapdragon 450Octa core1.8 GHzMémoire RAM3 GoStockage32Go. MicroSD jusqu'à 512 Go Appareil photo...","https://static.mytek.tn/img/p/7/9/4/4/5/79445-product_category.jpg","635.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27714-smartphone-samsung-galaxy-a20s-rouge-sm-a207.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"115"," SAMSUNG Galaxy A20s Noir (SM-A207)"," Ecran6.5 LCD IPSTactile  Résolution:(720 x 1560) Systéme d'exploitation: Android 9.0 Processeur:Qualcomm SDM450 Snapdragon 450Octa core1.8 GHzMémoire RAM3 GoStockage32Go. MicroSD jusqu'à 512 Go Appareil photo...","https://static.mytek.tn/img/p/7/8/9/2/4/78924-product_category.jpg","635.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27466-smartphone-samsung-galaxy-a20s-noir-sm-a207.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"116"," XIAOMI Redmi Note 8 64G - Bleu"," Ecran6.3 LCD IPS(1080 x 2340 Pixels) Processeur:Qualcomm Snapdragon 665OctaCoreSystéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:64GoDoubleSIMAppareil Photo Arriére: Quad Pixels48.0MP...","https://static.mytek.tn/img/p/8/0/2/1/5/80215-product_category.jpg","669.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28080-smartphone-xiaomi-redmi-note-8-64g-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"117"," XIAOMI Redmi Note 8 64G - Blanc"," Ecran6.3 LCD IPS(1080 x 2340 Pixels) Processeur:Qualcomm Snapdragon 665OctaCoreSystéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:64GoDoubleSIMAppareil Photo Arriére: Quad Pixels48.0MP...","https://static.mytek.tn/img/p/8/0/2/0/8/80208-product_category.jpg","669.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28078-smartphone-xiaomi-redmi-note-8-64g-blanc.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"118"," XIAOMI Redmi Note 8 64G - Noir"," Ecran6.3 LCD IPS(1080 x 2340 Pixels) Processeur:Qualcomm Snapdragon 665OctaCoreSystéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:64GoDoubleSIMAppareil Photo Arriére: Quad Pixels48.0MP...","https://static.mytek.tn/img/p/8/0/1/8/5/80185-product_category.jpg","669.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28071-smartphone-xiaomi-redmi-note-8-64g-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"119"," HONOR 10 Lite - Bleu (HONOR-10LTE-BLUE)"," Ecran:6.21LED FHDRésolution:1080 x 2340 pixels Systéme d'exploitation:Android 9.0 Pie +EMUI 9.1Processeur:Hisilicon Kirin 710 .OctaCore2.2 GhzMémoireRAM:3 Go Stockage:64 GoAppareil...","https://static.mytek.tn/img/p/7/7/5/6/3/77563-product_category.jpg","679.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26684-smartphone-honor-10-lite-bleu-honor-10lte-blue.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"120"," HONOR 10 Lite - Noir (HONOR-10LTE-BLACK)"," Ecran:6.21LCDRésolution:1080 x 2280 pixels Systéme d'exploitation:Android 9.0 Pie +EMUI 9.1Processeur:Kirin 710 Octa Core. 2.2 GhzMémoireRAM:3 Go Stockage:64 GoAppareil Photo Arriére:13 MP +...","https://static.mytek.tn/img/p/7/7/5/5/8/77558-product_category.jpg","679.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26682-smartphone-honor-10-lite-noir-honor-10lte-black.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"121"," OPPO A5 2020 - Blanc + Abonnement IPTV"," Ecran6.5 LCD IPS(1600 x 720Pixels)  EcranCorning Gorilla Glass 3+ Processeur:Qualcomm SDM665 Snapdragon 665OctaCore( 4x 2.0+ 4x1.8 GHz)Systéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:128Go extensible...","https://static.mytek.tn/img/p/7/8/5/9/7/78597-product_category.jpg","699.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27328-smartphone-oppo-a5-2020-blanc.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"122"," HUAWEI Y9 2019 Violet"," Ecran:6.5FHD+Résolution:2340 x 1080 pixels Systéme d'exploitation: Android 8.1 OreoProcesseur:HiSilicon Kirin710OctaCore(1.7 GHz + 2.2 GHz)MémoireRAM:4 Go Stockage:64 GoExtensible Jusqu'à128...","https://static.mytek.tn/img/p/7/7/1/6/7/77167-product_category.jpg","699.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/20246-smartphone-huawei-y9-2019-violet.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"123"," OPPO A5 2020 - Noir + Abonnement IPTV"," Ecran6.5 LCD IPS(1600 x 720Pixels)  EcranCorning Gorilla Glass 3+ Processeur:Qualcomm SDM665 Snapdragon 665OctaCore( 4x 2.0+ 4x1.8 GHz)Systéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:128Go extensible...","https://static.mytek.tn/img/p/7/8/5/9/6/78596-product_category.jpg","699.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26910-smartphone-oppo-a5-2020-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"124"," HUAWEI Y9 2019 Bleu"," Ecran:6.5FHD+Résolution:2340 x 1080 pixels Systéme d'exploitation: Android 8.1 OreoProcesseur:HiSilicon Kirin710OctaCore(1.7 GHz + 2.2 GHz)MémoireRAM:4 Go Stockage:64 GoExtensible Jusqu'à128...","https://static.mytek.tn/img/p/7/8/5/4/4/78544-product_category.jpg","699.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/20249-smartphone-huawei-y9-2019-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"125"," HUAWEI Y9 2019 Noir"," Ecran:6.5FHD+Résolution:2340 x 1080 pixels Systéme d'exploitation: Android 8.1 OreoProcesseur:HiSilicon Kirin710OctaCore(1.7 GHz + 2.2 GHz)MémoireRAM:4 Go Stockage:64 GoExtensible Jusqu'à128...","https://static.mytek.tn/img/p/7/7/1/6/6/77166-product_category.jpg","699.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/20248-smartphone-huawei-y9-2019-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
