"idb","names","descriptions","images","prices","siteofficiel","categories","linkproducts","desponiblitys","logoofficiel"
"126"," SAMSUNG Galaxy A30S Vert (SM-A307)"," EcranInfinityV 6.4 HD+ sAMOLEDTactile  Résolution: HD+ (1560 x 720 ) Systéme d'exploitation: Android 9.0 Pie  Processeur:Octa core 1.8 +1.6 GHzMémoire RAM4 GoStockage64Go. MicroSD jusqu'à 512 Go Appareil photo Arriere:...","https://static.mytek.tn/img/p/7/7/1/5/9/77159-product_category.jpg","759.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26782-smartphone-samsung-galaxy-a30s-vert-sm-a307.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"127"," SAMSUNG Galaxy A30S Blanc (SM-A307)"," EcranInfinityV 6.4 HD+ sAMOLEDTactile  Résolution: HD+ (1560 x 720 ) Systéme d'exploitation: Android 9.0 Pie  Processeur:Octa core1.8 +1.6 GHzMémoire RAM4 GoStockage64Go. MicroSD jusqu'à 512 Go Appareil photo Arriere:...","https://static.mytek.tn/img/p/7/7/1/3/9/77139-product_category.jpg","759.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26779-smartphone-samsung-galaxy-a30s-blanc-sm-a307.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"128"," SAMSUNG Galaxy A30S Noir (SM-A307)"," EcranInfinityV 6.4 HD+ sAMOLEDTactile  Résolution: HD+ (1560 x 720 ) Systéme d'exploitation: Android 9.0 Pie  Processeur:Octa core 1.8 +1.6 GHzMémoire RAM4 GoStockage64Go. MicroSD jusqu'à 512 Go Appareil photo Arriere:...","https://static.mytek.tn/img/p/7/9/1/8/9/79189-product_category.jpg","759.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26781-smartphone-samsung-galaxy-a30s-noir-sm-a307.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"129"," XIAOMI Redmi Note 8 128G - Noir"," Ecran6.3 LCD IPS(1080 x 2340 Pixels) Processeur:Qualcomm Snapdragon 665OctaCoreSystéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:128GoDoubleSIMAppareil Photo Arriére: Quad Pixels48.0MP...","https://static.mytek.tn/img/p/8/0/2/2/8/80228-product_category.jpg","769.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28086-smartphone-xiaomi-redmi-note-8-128g-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"130"," XIAOMI Redmi Note 8 128G - Bleu"," Ecran6.3 LCD IPS(1080 x 2340 Pixels) Processeur:Qualcomm Snapdragon 665OctaCoreSystéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:4GoStockage:128GoDoubleSIMAppareil Photo Arriére: Quad Pixels48.0MP...","https://static.mytek.tn/img/p/8/0/2/2/6/80226-product_category.jpg","769.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28085-smartphone-xiaomi-redmi-note-8-128g-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"131"," OPPO A9 2020 - Purple + Abonnement IPTV"," Ecran6.5 LCD IPS(1600 x 720Pixels)  EcranCorning Gorilla Glass 3+ Processeur:Qualcomm SDM665 Snapdragon 665OctaCore( 4x 2.0+ 4x1.8 GHz)Systéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:8GoStockage:128Go extensible...","https://static.mytek.tn/img/p/7/8/6/6/2/78662-product_category.jpg","799.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27346-smartphone-oppo-a9-2020-purple.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"132"," OPPO A9 2020 - Vert + Abonnement IPTV"," Ecran6.5 LCD IPS(1600 x 720Pixels)  EcranCorning Gorilla Glass 3+ Processeur:Qualcomm SDM665 Snapdragon 665OctaCore( 4x 2.0+ 4x1.8 GHz)Systéme d'exploitation:Android 9.0 (Pie)Mémoire RAM:8GoStockage:128Go extensible...","https://static.mytek.tn/img/p/7/7/5/2/0/77520-product_category.jpg","799.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26909-smartphone-oppo-a9-2020-vert.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"133"," HUAWEI Y9 Prime 2019 - Noir"," Ecran:6.59LCD LTPS IPSRésolution:2340 x 1080 pixels Systéme d'exploitation:Android 9.0 (Pie)Processeur:HiSilicon Kirin710FOctaCore(4x2.2 GHz CortexA73 & 4x1.7 GHz CortexA53)MémoireRAM:4 Go Stockage:128...","https://static.mytek.tn/img/p/7/7/1/7/9/77179-product_category.jpg","799.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25031-smartphone-huawei-y9-prime-2019-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"134"," HUAWEI Y9 Prime 2019 - Vert"," Ecran:6.59LCD LTPS IPSRésolution:2340 x 1080 pixels Systéme d'exploitation:Android 9.0 (Pie)Processeur:HiSilicon Kirin710FOctaCore(4x2.2 GHz CortexA73 & 4x1.7 GHz CortexA53)MémoireRAM:4 Go Stockage:128...","https://static.mytek.tn/img/p/7/7/1/7/5/77175-product_category.jpg","799.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25036-smartphone-huawei-y9-prime-2019-vert.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"135"," HUAWEI Y9 Prime 2019 - Bleu"," Ecran:6.59LCD LTPS IPSRésolution:2340 x 1080 pixels Systéme d'exploitation:Android 9.0 (Pie)Processeur:HiSilicon Kirin710FOctaCore(4x2.2 GHz CortexA73 & 4x1.7 GHz CortexA53)MémoireRAM:4 Go Stockage:128...","https://static.mytek.tn/img/p/7/7/1/7/4/77174-product_category.jpg","799.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25034-smartphone-huawei-y9-prime-2019-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"136"," REDMI Note 7 - Noir (REDMI-N7-BLACK-128G)"," Ecran:6.3IPS LCDRésolution:2340 x 1080 pixelsSystéme d'exploitation:Android 9.0 (Pie)Processeur:QualcommSnapdragon 660OctaCore(1.8 GHz + 2.2 GHz)MémoireRAM:4 Go Stockage:128 GoAppareil Photo...","https://static.mytek.tn/img/p/7/7/1/9/2/77192-product_category.jpg","829.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26696-smartphone-redmi-note-7-noir-redmi-n7-black-128g.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"137"," HONOR 8X - Bleu (HONOR-8X-BLUE)"," Ecran:6.5LCD LTPS IPSRésolution:2340 x 1080 pixels Systéme d'exploitation:Android 8.1 OreoProcesseur:HiSilicon Kirin710OctaCore(1.7 GHz + 2.2 GHz)MémoireRAM:4 Go Stockage:128 GoAppareil Photo...","https://static.mytek.tn/img/p/7/7/1/7/0/77170-product_category.jpg","829.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26659-smartphone-honor-8x-bleu-honor-8x-blue.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"138"," HONOR 8X - Rouge (HONOR-8X-RED)"," Ecran:6.5LCD LTPS IPSRésolution:2340 x 1080 pixels Systéme d'exploitation:Android 8.1 OreoProcesseur:HiSilicon Kirin710OctaCore(1.7 GHz + 2.2 GHz)MémoireRAM:4 Go Stockage:128 GoAppareil Photo...","https://static.mytek.tn/img/p/7/7/1/7/1/77171-product_category.jpg","829.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/26656-smartphone-honor-8x-rouge-honor-8x-red.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"139"," Nokia 6.2 64 Go Ice"," Ecran6.3 LCD IPS Résolution:1080 x 2280 pixelsProcesseur:Qualcomm SDM636 Snapdragon 636 Octacore(4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)Systéme d'exploitation:Android 9 PieMémoireRAM:4 Go Stockage:64...","https://static.mytek.tn/img/p/8/2/0/1/6/82016-product_category.jpg","849.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29074-smartphone-nokia-62-64-go-ice.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"140"," HUAWEI P30 Lite 4G - Noir"," Ecran6.15 FHD+(2312 x 1080 Pixels)Processeur:Octacore4 x CortexA732.2 GHz + 4 x Cortex A53 1.7 GHzSystéme d'exploitation:Android9.0(EMUI 9.0.1)Mémoire RAM:6 GoStockage:128 GoAppareil Photo...","https://static.mytek.tn/img/p/7/7/1/9/4/77194-product_category.jpg","999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/24087-smartphone-huawei-p30-lite-4g-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"141"," HUAWEI P30 Lite 4G - Bleu"," Ecran6.15 FHD+(2312 x 1080 Pixels)Processeur:Octacore 4 x CortexA732.2 GHz + 4 x Cortex A53 1.7 GHzSystéme d'exploitation:Android9.0Pie(EMUI 9.0.1)Mémoire RAM:6 GoStockage:128 GoAppareil Photo...","https://static.mytek.tn/img/p/7/7/1/9/5/77195-product_category.jpg","999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/24090-smartphone-huawei-p30-lite-4g-bleu.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"142"," HONOR 9X - Noir (HONOR-9X-BLACK)"," Ecran:6.59LCD LTPS IPSRésolution:2340 x 1080 pixels Systéme d'exploitation:Android 9.0 (Pie)Processeur:HiSilicon Kirin710FOctaCore(4x2.2 GHz CortexA73 & 4x1.7 GHz CortexA73)MémoireRAM:6 Go Stockage:128...","https://static.mytek.tn/img/p/8/1/7/4/3/81743-product_category.jpg","929.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28947-smartphone-honor-9x-noir-honor-9x-black.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"143"," HONOR 9X - Bleu (HONOR-9X-BLUE)"," Ecran:6.59LCD LTPS IPSRésolution:2340 x 1080 pixels Systéme d'exploitation:Android 9.0 (Pie)Processeur:HiSilicon Kirin710FOctaCore(4x2.2 GHz CortexA73 & 4x1.7 GHz CortexA73)MémoireRAM:6 Go Stockage:128...","https://static.mytek.tn/img/p/8/1/7/3/8/81738-product_category.jpg","929.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28946-smartphone-honor-9x-bleu-honor-9x-blue.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"144"," HUAWEI Y9S - Noir"," Ecran:6.59LCD LTPS IPSRésolution:2340 x 1080 pixels Systéme d'exploitation:Android 9.0 (Pie)Processeur:HiSilicon Kirin710FOctaCore(4x2.2 GHz CortexA73 & 4x1.7 GHz CortexA73)MémoireRAM:6 Go Stockage:128...","https://static.mytek.tn/img/p/7/9/4/6/3/79463-product_category.jpg","949.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27719-smartphone-huawei-y9s-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"145"," HUAWEI Y9S - Cristal"," Ecran:6.59LCD LTPS IPSRésolution:2340 x 1080 pixels Systéme d'exploitation:Android 9.0 (Pie)Processeur:HiSilicon Kirin710FOctaCore(4x2.2 GHz CortexA73 & 4x1.7 GHz CortexA73)MémoireRAM:6 Go Stockage:128...","https://static.mytek.tn/img/p/7/9/4/5/7/79457-product_category.jpg","949.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27717-smartphone-huawei-y9s-cristal.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"146"," REDMI Note 8 Pro - Bleu (REDMI-N8PRO-BLUE)"," Ecran:6.53IPS LCDRésolution:2340 x 1080 pixelsSystéme d'exploitation:Android 9.0 (Pie)Processeur:Mediatek Helio G90TOctaCore(CortexA76 2x2.05 GHz et CortexA55 6x2.0 GHz)MémoireRAM:6 Go Stockage:128...","https://static.mytek.tn/img/p/8/1/2/3/0/81230-product_category.jpg","999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28622-smartphone-redmi-note-8-pro-bleu-redmi-n8pro-blue.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"147"," REDMI Note 8 Pro - Vert (REDMI-N8PRO-GREEN)"," Ecran:6.53IPS LCDRésolution:2340 x 1080 pixelsSystéme d'exploitation:Android 9.0 (Pie)Processeur:Mediatek Helio G90TOctaCore(CortexA76 2x2.05 GHz et CortexA55 6x2.0 GHz)MémoireRAM:6 Go Stockage:128...","https://static.mytek.tn/img/p/8/3/6/4/4/83644-product_category.jpg","999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29885-smartphone-redmi-note-8-pro-vert-redmi-n8pro-green.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"148"," REDMI Note 8 Pro - Gris Minéral (REDMI-N8PRO-MGRA"," Ecran:6.53IPS LCDRésolution:2340 x 1080 pixelsSystéme d'exploitation:Android 9.0 (Pie)Processeur:Mediatek Helio G90TOctaCore(CortexA76 2x2.05 GHz et CortexA55 6x2.0 GHz)MémoireRAM:6 Go Stockage:128...","https://static.mytek.tn/img/p/8/1/2/3/2/81232-product_category.jpg","999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/28623-smartphone-redmi-note-8-pro-gris-mineral-redmi-n8pro-mgray.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"149"," OPPO Reno 2F Blanc + Abonnement IPTV"," Ecran 6.5 AMOLEDTactile  Résolution:(1080 x 2340) Systéme d'exploitation:Android 9.0 Pie Processeur: Mediatek MT6771V Helio P70 Octacore (4x2.1 GHz CortexA73 & 4x2.0 GHz CortexA53)Mémoire RAM:8 GoStockage:128Go. MicroSD jusqu'à 512 Go...","https://static.mytek.tn/img/p/7/9/9/2/8/79928-product_category.jpg","999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27962-smartphone-oppo-reno-2f-4g-blanc.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"150"," OPPO Reno 2F Nebula Vert + Abonnement IPTV"," Ecran 6.5 AMOLEDTactile  Résolution:(1080 x 2340) Systéme d'exploitation:Android 9.0 Pie Processeur: Mediatek MT6771V Helio P70 Octacore (4x2.1 GHz CortexA73 & 4x2.0 GHz CortexA53)Mémoire RAM:8 GoStockage:128Go. MicroSD jusqu'à 512 Go...","https://static.mytek.tn/img/p/7/9/9/1/9/79919-product_category.jpg","999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27960-smartphone-oppo-reno-2f-4g-nebula-vert.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"151"," OPPO F11 Pro Vert + Abonnement IPTV"," Ecran6.5 FHD+(2340 x 1080 pixels)Processeur:MediaTek Helio P70 Octa Core 2.1 GHz Systéme d'exploitation:Android Pie 9.0Mémoire RAM:6 GoStockage:128 Goextensible jusqu'à256Govia carteMicro...","https://static.mytek.tn/img/p/7/9/8/6/9/79869-product_category.jpg","999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27941-smartphone-oppo-f11-pro-4g-vert.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"152"," OPPO Reno 2F Vert + Abonnement IPTV"," Ecran 6.5 AMOLEDTactile  Résolution:(1080 x 2340) Systéme d'exploitation:Android 9.0 Pie Processeur: Mediatek MT6771V Helio P70 Octacore (4x2.1 GHz CortexA73 & 4x2.0 GHz CortexA53)Mémoire RAM:8 GoStockage:128Go. MicroSD jusqu'à 512 Go...","https://static.mytek.tn/img/p/7/9/9/1/0/79910-product_category.jpg","999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27958-smartphone-oppo-reno-2f-4g-vert.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"153"," SAMSUNG Galaxy A50 Blanc"," Ecran 6.4’’ Super AMOLED FHD+ Résolution: 1080 x 2340 pixelsProcesseur: Exynos 9610OctaCore 2.3 GHz Système d'exploitation:Android 9.0 (Tarte)MémoireRAM:4 Go Stockage:128 Go Appareil Photo...","https://static.mytek.tn/img/p/7/7/2/2/3/77223-product_category.jpg","1 090.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/23206-smartphone-samsung-galaxy-a50-blanc.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"154"," SAMSUNG Galaxy A50 Noir (SM-A505)"," Ecran 6.4’’ Super AMOLED FHD+ Résolution: 1080 x 2340 pixelsProcesseur: Exynos 9610OctaCore 2.3 GHz Système d'exploitation:Android 9.0 (Tarte)MémoireRAM:4 Go Stockage: 128 Go Appareil Photo...","https://static.mytek.tn/img/p/7/7/2/2/4/77224-product_category.jpg","1 090.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/22955-smartphone-samsung-galaxy-a50-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"155"," SAMSUNG Galaxy A51 Rose (SM-A515)"," Ecran 6.5 Super AMOLEDTactile  Résolution:(1080 x 2400) Systéme d'exploitation:Android 10.0 Processeur:Exynos 9611Octacore (4x2.3 GHz CortexA73 & 4x1.7 GHz CortexA53)Mémoire RAM:6 GoStockage:128Go. MicroSD jusqu'à512...","https://static.mytek.tn/img/p/8/2/2/1/7/82217-product_category.jpg","1 139.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29174-smartphone-samsung-galaxy-a51-rose-sm-a515.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"156"," SAMSUNG Galaxy A51 Noir (SM-A515)"," Ecran 6.5 Super AMOLEDTactile  Résolution:(1080 x 2400) Systéme d'exploitation:Android 10.0 Processeur:Exynos 9611Octacore (4x2.3 GHz CortexA73 & 4x1.7 GHz CortexA53)Mémoire RAM:6 GoStockage:128Go. MicroSD jusqu'à 512 Go...","https://static.mytek.tn/img/p/8/2/0/6/5/82065-product_category.jpg","1 139.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29098-smartphone-samsung-galaxy-a51-noir-sm-a515.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"157"," SAMSUNG Galaxy A51 Blanc (SM-A515)"," Ecran 6.5 Super AMOLEDTactile  Résolution:(1080 x 2400) Systéme d'exploitation:Android 10.0 Processeur:Exynos 9611Octacore (4x2.3 GHz CortexA73 & 4x1.7 GHz CortexA53)Mémoire RAM:6 GoStockage:128Go. MicroSD jusqu'à 512 Go...","https://static.mytek.tn/img/p/8/2/0/6/0/82060-product_category.jpg","1 139.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29096-smartphone-samsung-galaxy-a51-blanc-sm-a515.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"158"," Nokia 7.2 128 Go - Vert"," Ecran6.3IPSLCD Résolution:1080 x 2280 pixelsProcesseur:Qualcomm SDM660 Snapdragon 660 Octacore(4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)Systéme d'exploitation:Android 9 PieMémoireRAM:6 Go Stockage:128...","https://static.mytek.tn/img/p/8/2/0/1/8/82018-product_category.jpg","1 199.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/29075-smartphone-nokia-72-128-go-vert.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"159"," SAMSUNG Galaxy A70 Noir (SM-A705)"," Ecran 6.7 FHD+Super AMOLEDTactile  Résolution:(1080 x 2400) Systéme d'exploitation:Android 9.0 Pie Processeur:Octacore (Kryo 460 Gold 2x2.0 GHz et Kryo 460 Silver de 6x1.7 GHz)Mémoire RAM:6 GoStockage:128Go. MicroSD jusqu'à...","https://static.mytek.tn/img/p/7/2/5/8/7/72587-product_category.jpg","1 519.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/23851-smartphone-samsung-galaxy-a70-noir-sm-a705.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"160"," SAMSUNG Galaxy A70 Blanc (SM-A705)"," Ecran 6.7 FHD+Super AMOLEDTactile  Résolution:(1080 x 2400) Systéme d'exploitation:Android 9.0 Pie Processeur:Octacore (Kryo 460 Gold 2x2.0 GHz et Kryo 460 Silver de 6x1.7 GHz)Mémoire RAM:6 GoStockage:128Go. MicroSD jusqu'à...","https://static.mytek.tn/img/p/7/2/5/9/0/72590-product_category.jpg","1 519.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/23852-smartphone-samsung-galaxy-a70-blanc-sm-a705.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"161"," OPPO Reno 2 Bleu + Abonnement IPTV"," Ecran 6.5 AMOLEDTactile  Résolution:(1080 x 2400) Systéme d'exploitation:Android 9.0 Pie Processeur:Qualcomm SDM730G Octacore (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)Mémoire RAM:8 GoStockage:256Go. MicroSD jusqu'à 512 Go...","https://static.mytek.tn/img/p/7/9/9/0/1/79901-product_category.jpg","1 599.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27952-smartphone-oppo-reno-2-4g-bleu.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"162"," OPPO Reno 2 Noir + Abonnement IPTV"," Ecran 6.5 AMOLEDTactile  Résolution:(1080 x 2400) Systéme d'exploitation:Android 9.0 Pie Processeur:Qualcomm SDM730G Octacore (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)Mémoire RAM:8 GoStockage:256Go. MicroSD jusqu'à 512 Go...","https://static.mytek.tn/img/p/7/9/8/8/6/79886-product_category.jpg","1 599.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/27949-smartphone-oppo-reno-2-4g-noir.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"163","Apple iPhone 7 32 Go 4G - Noir"," Ecran 4.7 IPSLED.Retina HD (1334x750 pixels) Systéme d'exploitation:iOS 10Processeur: Apple A10. QuadCore 2.37 GHz Mémoire RAM:2 GoStockage: 32 GoAppareil photo Arriere:12 MégaPixel (Ouverture ƒ/2.8). Zoom numérique:...","https://static.mytek.tn/img/p/7/7/4/6/7/77467-product_category.jpg","1 849.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-7/23442-apple-iphone-7-32-go-4g-noir.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"164","Apple iPhone 7 32Go 4G - Or Rose"," Ecran 4.7 IPSLED.Retina HD (1334x750 pixels)  Systéme d'exploitation:iOS 10 Processeur: Apple A10. QuadCore 2.37 GHz Mémoire RAM2 Go Stockage 32 Go Appareil photo Arriere:12 MégaPixel (Ouverture ƒ/2.8). Zoom numérique:...","https://static.mytek.tn/img/p/7/7/4/3/4/77434-product_category.jpg","1 849.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-7/23446-apple-iphone-7-32go-4g-or-rose.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"165","Apple iPhone 7 32 Go - Silver"," Ecran 4.7 IPSrétroéclairé par LED.Retina HD (1334x750 pixels).Systéme d'exploitationiOS 10.Processeur: Apple A10. QuadCore 2.37 GHz.Mémoire RAM2 Go. Stockage 32 Go.Appareil photo Arriere12 MégaPixel (Ouverture ƒ/2.8). Zoom numérique:...","https://static.mytek.tn/img/p/7/7/4/6/8/77468-product_category.jpg","1 849.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-7/8835-iphone-7-32go-silver.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"166"," OPPO Reno 10X ZOOM - Vert"," Ecran 6.6 AMOLEDTactile  Résolution:(1080 x 2340) Systéme d'exploitation:Android 9.0 Pie Processeur:Qualcomm Snapdragon 855OctoCoreMémoire RAM:8 GoStockage:256Go. MicroSD jusqu'à 512 Go Appareil photo...","https://static.mytek.tn/img/p/7/9/0/7/7/79077-product_category.jpg","1 999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25535-smartphone-oppo-reno-10x-zoom-vert.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"167"," OPPO Reno 10X ZOOM - Noir"," Ecran 6.6 AMOLEDTactile  Résolution:(1080 x 2340) Systéme d'exploitation:Android 9.0 Pie Processeur:Qualcomm Snapdragon 855OctoCoreMémoire RAM:8 GoStockage:256Go. MicroSD jusqu'à 512 Go Appareil photo...","https://static.mytek.tn/img/p/7/9/0/7/6/79076-product_category.jpg","1 999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/25537-smartphone-oppo-reno-10x-zoom-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"168","iPhone 7 128Go - Noir"," Ecran4.7 IPSrétroéclairé par LED.Retina HD(1334x750 pixels).Systéme d'exploitationiOS 10.Processeur:Apple A10.QuadCore2.37 GHz.Mémoire RAM2 Go.Stockage128Go.Appareil photo Arriere12 MégaPixel...","https://static.mytek.tn/img/p/7/7/4/6/9/77469-product_category.jpg","1 999.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/9473-iphone-7-128go-noir.html"," DISPONIBLE ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"169","iPhone 7 128Go - Silver"," Ecran4.7 IPSrétroéclairé par LED.Retina HD(1334x750 pixels).Systéme d'exploitationiOS 10.Processeur:Apple A10.QuadCore2.37 GHz.Mémoire RAM2 Go.Stockage128Go.Appareil photo Arriere12 MégaPixel...","https://static.mytek.tn/img/p/7/7/3/0/6/77306-product_category.jpg","2 159.000 ","Mytek","smartphone","https://www.mytek.tn/smartphone-tunisie/9475-iphone-7-128go-silver.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
"170","Apple iPhone 8 64Go Rouge"," Ecran4.7 IPSRetina rétroéclairé par LED resolution:(1334x750 pixels) Systéme d'exploitationiOS 11 Processeur:Apple A11Bionic.Hexacore2.06 GHz Mémoire RAM:2 Go Stockage64Go Appareil photo...","https://static.mytek.tn/img/p/7/7/4/7/2/77472-product_category.jpg","2 359.000 ","Mytek","smartphone","https://www.mytek.tn/iphone-8/18255-apple-iphone-8-64go-rouge.html"," COMMANDE 48H ","https://static.mytek.tn/img/mytek-informatique-logo-1482243620.jpg"
